Id,Label,Description,Area
H Buhrman,H Buhrman,6172.533333333333,Unknown
R Cleve,Richard Cleve,23609.600000000002,theory
J Watrous,John Watrous,8158.466666666668,quantum
R de Wolf,R de Wolf,1540.3000000000002,Unknown
A Ambainis,A Ambainis,2901.4,Unknown
E Bach,E Bach,2292.7999999999997,Unknown
A Nayak,Ashwin Nayak,3609.266666666668,theory
A Vishwanath,A Vishwanath,2288.4,Unknown
A Kondacs,A Kondacs,504.0,Unknown
P Hoyer,P Hoyer,1290.0,Unknown
B Toner,B Toner,1290.0,Unknown
A Kitaev,A Kitaev,211.0,Unknown
S Coppersmith,S Coppersmith,238.4,Unknown
MP Goldschen,MP Goldschen,238.4,Unknown
R Joynt,R Joynt,238.4,Unknown
MA Storey,MA Storey,292.2999999999999,Unknown
C Best,C Best,280.63333333333327,Unknown
D Rayside,Derek Rayside,728.0,se
M Litoiu,M Litoiu,292.2999999999999,Unknown
P Lam,Patrick Lam,1914.7333333333327,se
F Qian,F Qian,601.5999999999999,Unknown
C O’Shaughnessy,C O’Shaughnessy,247.99999999999997,Unknown
P Bose,P Bose,752.309523809524,Unknown
JF Buss,JF Buss,324.0,Unknown
A Lubiw,Anna Lubiw,2802.728571428571,theory
M Dror,M Dror,270.0,Unknown
A Efrat,A Efrat,270.0,Unknown
JSB Mitchell,JSB Mitchell,270.0,Unknown
ED Demaine,ED Demaine,480.1333333333334,Unknown
T Biedl,T Biedl,426.33333333333326,Unknown
E Demaine,E Demaine,453.5333333333333,Unknown
M Demaine,M Demaine,453.5333333333333,Unknown
S Lazard,S Lazard,276.6666666666667,Unknown
J O'Rourke,J O'Rourke,405.3666666666667,Unknown
M Overmars,M Overmars,261.66666666666663,Unknown
ML Demaine,ML Demaine,331.63333333333327,Unknown
H Meijer,H Meijer,241.94285714285712,Unknown
J Niu,J Niu,324.0,Unknown
JM Atlee,JM Atlee,3913.3999999999996,Unknown
NA Day,NA Day,640.1666666666664,Unknown
MD Aagaard,MD Aagaard,219.16666666666669,Unknown
A Gurfinkel,Arie Gurfinkel,1057.6333333333337,logic
M Chechik,M Chechik,1065.966666666667,Unknown
M Vilain,M Vilain,766.6666666666666,Unknown
H Kautz,H Kautz,766.6666666666666,Unknown
P Van Beek,P Van Beek,1125.1666666666665,Unknown
P van Beek,P van Beek,2407.166666666666,Unknown
G Kondrak,G Kondrak,292.0,Unknown
R Cohen,Robin Cohen,5396.276190476192,ai
X Chen,X Chen,11061.533333333335,Unknown
F Bacchus,F Bacchus,400.0,Unknown
R Dechter,R Dechter,416.0,Unknown
A López-Ortiz,A López-Ortiz,447.0999999999999,Unknown
CG Quimper,CG Quimper,447.0999999999999,Unknown
J Tromp,J Tromp,7303.442857142859,Unknown
A Golynski,A Golynski,225.10000000000002,Unknown
P Beek,Peter van Beek,329.6000000000001,ai
R Vallée-Rai,R Vallée-Rai,1383.4666666666665,Unknown
E Gagnon,E Gagnon,733.8666666666668,Unknown
L Hendren,L Hendren,2581.399999999999,Unknown
P Pominville,P Pominville,729.0666666666668,Unknown
V Sundaresan,V Sundaresan,1361.0666666666664,Unknown
C Razafimahefa,C Razafimahefa,627.2,Unknown
V Kuncak,V Kuncak,392.6666666666667,Unknown
M Rinard,M Rinard,465.66666666666663,Unknown
MW Godfrey,Michael W. Godfrey,2274.833333333333,se
Q Tu,Q Tu,1278.0,Unknown
EHS Lee,EHS Lee,271.5,Unknown
CJ Kapser,CJ Kapser,275.5,Unknown
RC Holt,RC Holt,624.8333333333335,Unknown
A Barenco,A Barenco,7953.333333333334,Unknown
CH Bennett,CH Bennett,9654.400000000001,Unknown
DP DiVincenzo,DP DiVincenzo,8025.333333333334,Unknown
N Margolus,N Margolus,7953.333333333334,Unknown
P Shor,P Shor,8016.333333333334,Unknown
D Gottesman,D Gottesman,2016.6666666666667,Unknown
HK Lo,HK Lo,1886.6666666666665,Unknown
A Ekert,A Ekert,2115.3999999999996,Unknown
C Macchiavello,C Macchiavello,2115.3999999999996,Unknown
M Mosca,M Mosca,3478.6,Unknown
R De Wolf,R De Wolf,3111.3999999999996,Unknown
AM Childs,AM Childs,1538.3333333333335,Unknown
E Deotto,E Deotto,1538.3333333333335,Unknown
E Farhi,E Farhi,1538.3333333333335,Unknown
S Gutmann,S Gutmann,1538.3333333333335,Unknown
DA Spielman,DA Spielman,1538.3333333333335,Unknown
R Beals,R Beals,1371.2000000000003,Unknown
A Wigderson,A Wigderson,1515.7333333333331,Unknown
G Brassard,G Brassard,389.3333333333333,Unknown
A Tapp,A Tapp,669.8333333333333,Unknown
LMK Vandersypen,LMK Vandersypen,420.0,Unknown
M Steffen,M Steffen,420.0,Unknown
G Breyta,G Breyta,420.0,Unknown
CS Yannoni,CS Yannoni,420.0,Unknown
IL Chuang,IL Chuang,420.0,Unknown
NH Bshouty,NH Bshouty,483.5,Unknown
S Kannan,S Kannan,451.70000000000005,Unknown
C Tamon,C Tamon,352.5,Unknown
W Van Dam,W Van Dam,264.0,Unknown
W Dam,W Dam,280.5,Unknown
M Nielsen,M Nielsen,280.5,Unknown
C Zalka,C Zalka,457.70000000000005,Unknown
M Luby,M Luby,491.5,Unknown
N Alon,N Alon,823.9285714285714,Unknown
S Douik,S Douik,537.0,Unknown
R Boutaba,Raouf Boutaba,2973.2000000000003,networks
W Szeto,W Szeto,397.3333333333333,Unknown
Y Iraqi,Y Iraqi,907.9999999999998,Unknown
P Dini,P Dini,244.00000000000006,Unknown
W Golab,W Golab,223.33333333333331,Unknown
A Mehaoua,A Mehaoua,239.76666666666674,Unknown
G Lin,G Lin,616.8000000000001,Unknown
A Ta-Shma,A Ta-Shma,750.6666666666667,Unknown
U Vazirani,U Vazirani,655.0,Unknown
T Brun,T Brun,219.2,Unknown
H Klauck,H Klauck,333.2,Unknown
M Rotteler,M Rotteler,219.2,Unknown
M Li,Ming Li,54000.552380952344,comp. bio
X Li,X Li,7833.038095238092,Unknown
B Ma,Bin Ma,22932.085714285713,nlp
PMB Vitányi,PMB Vitányi,16505.933333333334,Unknown
K Zhang,K Zhang,6197.419047619046,Unknown
C Hendrie,C Hendrie,4948.685714285714,Unknown
C Liang,C Liang,5001.019047619046,Unknown
A Doherty‐Kirby,A Doherty‐Kirby,4932.0,Unknown
G Lajoie,G Lajoie,4945.133333333332,Unknown
JK Lanctot,JK Lanctot,1098.4,Unknown
S Wang,S Wang,950.4,Unknown
L Zhang,L Zhang,2317.37619047619,Unknown
D Kisman,D Kisman,1101.0,Unknown
Y Han,Y Han,366.6666666666667,Unknown
T Jiang,T Jiang,3048.3095238095243,Unknown
L Wang,L Wang,2073.77619047619,Unknown
U Keich,U Keich,498.0,Unknown
X Deng,X Deng,421.6333333333334,Unknown
Y Xu,Y Xu,740.7999999999997,Unknown
DG Brown,DG Brown,237.0,Unknown
P Kearney,P Kearney,1834.0,Unknown
P Vitányi,P Vitányi,1024.2333333333333,Unknown
J Könemann,Jochen Könemann,852.1,theory
R Ravi,R Ravi,465.6,Unknown
G Even,G Even,225.60000000000002,Unknown
N Garg,N Garg,264.6,Unknown
A Sinha,A Sinha,400.1,Unknown
Y Li,Yuying Li,9004.3,ai
RH Müller,RH Müller,7954.499999999997,Unknown
K Mäder,K Mäder,12379.899999999998,Unknown
S Gohla,S Gohla,5654.333333333333,Unknown
K Jores,K Jores,1219.2666666666667,Unknown
W Mehnert,W Mehnert,1219.2666666666667,Unknown
M Drechsler,M Drechsler,941.9333333333332,Unknown
H Bunjes,H Bunjes,941.9333333333332,Unknown
C Johann,C Johann,908.3333333333333,Unknown
A Gessner,A Gessner,616.6666666666666,Unknown
R Waicz,R Waicz,616.6666666666666,Unknown
A Lieske,A Lieske,616.6666666666666,Unknown
BR Paulke,BR Paulke,616.6666666666666,Unknown
V Jenning,V Jenning,435.1666666666667,Unknown
SH Gohla,SH Gohla,346.6666666666667,Unknown
A Brunner,A Brunner,306.6666666666667,Unknown
A Göpferich,A Göpferich,306.6666666666667,Unknown
A Lippacher,A Lippacher,952.5000000000001,Unknown
S Liedtke,S Liedtke,249.0,Unknown
S Wissing,S Wissing,320.99999999999994,Unknown
B Gallez,B Gallez,328.5,Unknown
KJ Liu,KJ Liu,292.5,Unknown
HM Swartz,HM Swartz,825.4000000000001,Unknown
B Bittner,B Bittner,540.5999999999999,Unknown
C Kroll,C Kroll,371.3,Unknown
HH Borchert,HH Borchert,595.0333333333334,Unknown
T Kissel,T Kissel,672.6,Unknown
I Katzhendler,I Katzhendler,227.66666666666666,Unknown
M Friedman,M Friedman,227.66666666666666,Unknown
G Bacic,G Bacic,272.16666666666663,Unknown
A Domb,A Domb,340.06666666666666,Unknown
C Witt,C Witt,279.0,Unknown
R Stösser,R Stösser,286.43333333333334,Unknown
S Vertovec,S Vertovec,2798.2000000000007,Unknown
R Pryce,R Pryce,541.0,Unknown
Ken Introduction Cohen,Ken Introduction Cohen,541.0,Unknown
R Sandbrook,R Sandbrook,272.66666666666663,Unknown
MG Lipton,MG Lipton,291.0,Unknown
MQ Dai,MQ Dai,291.0,Unknown
B Benhabib,B Benhabib,305.3333333333333,Unknown
AT Nzula,AT Nzula,211.5,Unknown
II Potekhin,II Potekhin,211.5,Unknown
