Id,Label,Description,Area
H Buhrman,H Buhrman,7181.699999999999,Unknown
R Cleve,Richard Cleve,27523.766666666656,theory
J Watrous,John Watrous,9885.133333333337,quantum
R de Wolf,R de Wolf,1540.3000000000002,Unknown
A Ambainis,A Ambainis,2901.4,Unknown
E Bach,E Bach,2292.7999999999997,Unknown
A Nayak,Ashwin Nayak,5884.633333333335,theory
A Vishwanath,A Vishwanath,2288.4,Unknown
A Kondacs,A Kondacs,504.0,Unknown
P Hoyer,P Hoyer,1290.0,Unknown
B Toner,B Toner,1354.0,Unknown
C Marriott,C Marriott,242.0,Unknown
A Kitaev,A Kitaev,211.0,Unknown
G Gutoski,G Gutoski,349.33333333333337,Unknown
R Jain,R Jain,694.6666666666667,Unknown
Z Ji,Z Ji,270.0,Unknown
S Upadhyay,S Upadhyay,557.1666666666667,Unknown
S Coppersmith,S Coppersmith,238.4,Unknown
MP Goldschen,MP Goldschen,238.4,Unknown
R Joynt,R Joynt,238.4,Unknown
MA Storey,MA Storey,292.2999999999999,Unknown
C Best,C Best,280.63333333333327,Unknown
D Rayside,Derek Rayside,1925.9285714285716,se
M Litoiu,M Litoiu,358.9666666666666,Unknown
R Olaechea,R Olaechea,432.42857142857133,Unknown
J Guo,J Guo,1249.535714285714,Unknown
K Czarnecki,K Czarnecki,1505.9952380952382,Unknown
D Jackson,D Jackson,680.3095238095236,Unknown
S Apel,S Apel,239.12857142857146,Unknown
JM Atlee,JM Atlee,6674.109523809524,Unknown
A Ibrahim,A Ibrahim,754.2857142857142,Unknown
P Lam,Patrick Lam,6884.533333333334,se
F Qian,F Qian,607.6,Unknown
P Shaker,P Shaker,272.0,Unknown
C O’Shaughnessy,C O’Shaughnessy,247.99999999999997,Unknown
P Bose,P Bose,790.6428571428571,Unknown
JF Buss,JF Buss,324.0,Unknown
A Lubiw,Anna Lubiw,3934.9238095238106,theory
M Dror,M Dror,270.0,Unknown
A Efrat,A Efrat,672.3333333333334,Unknown
JSB Mitchell,JSB Mitchell,270.0,Unknown
P Brass,P Brass,280.6666666666667,Unknown
E Cenek,E Cenek,271.6666666666667,Unknown
CA Duncan,CA Duncan,271.6666666666667,Unknown
C Erten,C Erten,271.6666666666667,Unknown
DP Ismailescu,DP Ismailescu,271.6666666666667,Unknown
ED Demaine,ED Demaine,709.9238095238095,Unknown
T Biedl,T Biedl,613.7380952380953,Unknown
E Demaine,E Demaine,485.5333333333333,Unknown
M Demaine,M Demaine,485.5333333333333,Unknown
S Lazard,S Lazard,276.6666666666667,Unknown
J O'Rourke,J O'Rourke,436.2238095238096,Unknown
M Overmars,M Overmars,261.66666666666663,Unknown
ML Demaine,ML Demaine,518.0904761904761,Unknown
H Meijer,H Meijer,241.94285714285712,Unknown
TM Chan,TM Chan,369.93809523809523,Unknown
E Grant,E Grant,387.1047619047619,Unknown
S Keshav,S Keshav,718.0714285714287,Unknown
M Hasan,M Hasan,616.5,Unknown
D Jao,David Jao,2689.3,Unknown
LD Feo,LD Feo,619.0,Unknown
L De Feo,L De Feo,598.6666666666666,Unknown
J Plût,J Plût,598.6666666666666,Unknown
A Childs,A Childs,430.9333333333333,Unknown
V Soukharev,V Soukharev,559.3333333333333,Unknown
R Venkatesan,R Venkatesan,257.6666666666667,Unknown
A Sampson,A Sampson,1548.3333333333335,Unknown
W Dietl,Werner Dietl,3203.352380952382,se
E Fortuna,E Fortuna,1548.3333333333335,Unknown
D Gnanapragasam,D Gnanapragasam,1548.3333333333335,Unknown
L Ceze,L Ceze,1548.3333333333335,Unknown
D Grossman,D Grossman,1606.3333333333335,Unknown
P Müller,P Müller,988.0999999999998,Unknown
GT Leavens,GT Leavens,290.5,Unknown
E Poll,E Poll,290.5,Unknown
C Clifton,C Clifton,304.9000000000001,Unknown
Y Cheon,Y Cheon,290.5,Unknown
C Ruby,C Ruby,290.5,Unknown
D Cok,D Cok,290.5,Unknown
J Kiniry,J Kiniry,290.5,Unknown
S Drossopoulou,S Drossopoulou,280.53333333333336,Unknown
MD Ernst,MD Ernst,1580.685714285714,Unknown
R Just,R Just,216.66666666666669,Unknown
S Millstein,S Millstein,216.66666666666669,Unknown
S Pernsteiner,S Pernsteiner,216.66666666666669,Unknown
F Roesner,F Roesner,216.66666666666669,Unknown
S Dietzel,S Dietzel,309.4857142857143,Unknown
K Muşlu,K Muşlu,203.2,Unknown
TW Schiller,TW Schiller,203.2,Unknown
W Huang,W Huang,204.0,Unknown
A Milanova,A Milanova,204.0,Unknown
J Niu,J Niu,499.7142857142857,Unknown
NA Day,NA Day,1245.6142857142854,Unknown
MD Aagaard,MD Aagaard,219.16666666666669,Unknown
S Esmaeilsabzali,S Esmaeilsabzali,247.66666666666666,Unknown
D Svetinovic,D Svetinovic,203.66666666666669,Unknown
MW Godfrey,Michael W. Godfrey,8596.41428571428,se
A Gurfinkel,Arie Gurfinkel,3577.0238095238087,logic
M Chechik,M Chechik,2496.3333333333317,Unknown
D Berry,Daniel M. Berry,1754.2952380952388,Unknown
E O'Connor,E O'Connor,336.0,Unknown
C Blair,C Blair,835.0,Unknown
CC Raver,CC Raver,361.3333333333333,Unknown
DJ Berry,DJ Berry,451.99999999999994,Unknown
MJ Kieffer,MJ Kieffer,332.0,Unknown
RK Vukovic,RK Vukovic,332.0,Unknown
K Tout,K Tout,282.6666666666667,Unknown
M Zaslow,M Zaslow,439.4285714285714,Unknown
Z Wang,Z Wang,1629.790476190476,Unknown
R Johnson,R Johnson,296.0,Unknown
F Rossi,F Rossi,7148.0,Unknown
P van Beek,P van Beek,9523.83333333333,Unknown
T Walsh,T Walsh,7318.0,Unknown
M Vilain,M Vilain,766.6666666666666,Unknown
H Kautz,H Kautz,766.6666666666666,Unknown
P Van Beek,P Van Beek,1672.6999999999996,Unknown
G Kondrak,G Kondrak,292.0,Unknown
R Cohen,Robin Cohen,6271.542857142859,ai
X Chen,X Chen,11979.45,Unknown
F Bacchus,F Bacchus,400.0,Unknown
R Dechter,R Dechter,416.0,Unknown
A López-Ortiz,A López-Ortiz,489.0999999999999,Unknown
CG Quimper,CG Quimper,489.0999999999999,Unknown
J Tromp,J Tromp,7518.585714285717,Unknown
A Golynski,A Golynski,269.76666666666665,Unknown
P Beek,Peter van Beek,438.1000000000001,ai
A Hu,A Hu,1035.3333333333333,Unknown
W Li,W Li,650.4999999999999,Unknown
P Poupart,Pascal Poupart,9652.323809523798,ai
Z Li,Z Li,1036.2333333333333,Unknown
T Brown,Trevor Brown,331.0,se
F Ellen,F Ellen,236.0,Unknown
E Ruppert,E Ruppert,236.0,Unknown
R Vallée-Rai,R Vallée-Rai,3461.7999999999997,Unknown
P Co,P Co,2078.3333333333335,Unknown
E Gagnon,E Gagnon,2812.2000000000003,Unknown
L Hendren,L Hendren,9281.933333333336,Unknown
V Sundaresan,V Sundaresan,3439.4,Unknown
E Bodden,E Bodden,2362.5333333333333,Unknown
O Lhoták,Ondrej Lhoták,6657.200000000001,pl
P Pominville,P Pominville,729.0666666666668,Unknown
C Razafimahefa,C Razafimahefa,627.2,Unknown
J Eyolfson,J Eyolfson,307.6666666666667,Unknown
L Tan,L Tan,410.66666666666674,Unknown
